#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
59b2a8967d           -            383 Glyco_hydro_18.aln   -            428   6.2e-35  115.3   0.0   1   1   1.3e-34   1.9e-33  110.4   0.0    40   387    20   357    14   365 0.79 -
4363ef0515           -            383 Glyco_hydro_18.aln   -            428   2.2e-34  113.5   0.0   1   1   1.2e-33   1.7e-32  107.2   0.0    40   387    20   357    12   371 0.78 -
d067f42a88           -            410 Glyco_hydro_18.aln   -            428   2.3e-34  113.4   0.0   1   1   4.3e-34   6.5e-33  108.7   0.0    40   387    47   384    41   391 0.78 -
bbcdf9d411           -            383 Glyco_hydro_18.aln   -            428   3.5e-34  112.8   0.0   1   1   1.7e-33   2.5e-32  106.7   0.0    40   386    20   356     7   363 0.75 -
2dfc35b340           -            383 Glyco_hydro_18.aln   -            428     1e-33  111.3   0.0   1   1   5.7e-33   8.5e-32  105.0   0.0    40   387    20   357    14   366 0.78 -
e50684fc1d           -            361 Glyco_hydro_18.aln   -            428   5.8e-33  108.8   0.0   1   1   6.4e-33   9.5e-32  104.8   0.0   106   387    52   335     1   350 0.79 -
a31a183afc           -            383 Glyco_hydro_18.aln   -            428   6.7e-33  108.6   0.0   1   1   2.8e-32   4.2e-31  102.7   0.0    60   387    43   357    14   370 0.75 -
c6e7853f94           -            389 Glyco_hydro_18.aln   -            428   1.5e-32  107.5   0.1   1   1   6.5e-32   9.6e-31  101.5   0.1    39   386    27   365    13   372 0.79 -
2fbb6704a4           -            390 Glyco_hydro_18.aln   -            428   9.8e-32  104.8   0.0   1   1   9.1e-31   1.4e-29   97.7   0.0   115   393    84   371    21   377 0.81 -
66be5d4ef2           -            381 Glyco_hydro_18.aln   -            428   1.6e-31  104.1   0.1   1   1   5.9e-31   8.8e-30   98.4   0.1    39   387    17   355    12   363 0.82 -
bc53177eef           -            398 Glyco_hydro_18.aln   -            428   1.3e-27   91.2   0.0   1   2     0.013       0.2    4.9   0.0    41    82    21    65    15    80 0.80 -
bc53177eef           -            398 Glyco_hydro_18.aln   -            428   1.3e-27   91.2   0.0   2   2   1.1e-26   1.6e-25   84.3   0.0   119   387    83   365    77   372 0.77 -
501458601d           -            402 Glyco_hydro_18.aln   -            428   1.4e-27   91.1   0.0   1   2    0.0013     0.019    8.3   0.0    41    89    21    72    15    81 0.83 -
501458601d           -            402 Glyco_hydro_18.aln   -            428   1.4e-27   91.1   0.0   2   2     1e-25   1.5e-24   81.1   0.0   119   388    83   366    76   398 0.76 -
98f5319ea1           -            444 Glyco_hydro_18.aln   -            428   6.1e-17   56.0   0.1   1   3     3e-09   4.5e-08   26.8   0.0   112   180    90   163    55   171 0.83 -
98f5319ea1           -            444 Glyco_hydro_18.aln   -            428   6.1e-17   56.0   0.1   2   3   1.5e-05   0.00022   14.6   0.0   234   307   239   312   217   318 0.80 -
98f5319ea1           -            444 Glyco_hydro_18.aln   -            428   6.1e-17   56.0   0.1   3   3    0.0002     0.003   10.9   0.1   355   387   390   422   363   435 0.80 -
d77c72ad06           -            442 Glyco_hydro_18.aln   -            428   3.9e-14   46.8   0.1   1   3   3.6e-10   5.4e-09   29.9   0.0   114   180    90   161    44   168 0.81 -
d77c72ad06           -            442 Glyco_hydro_18.aln   -            428   3.9e-14   46.8   0.1   2   3    0.0034     0.051    6.9   0.0   272   308   275   311   230   320 0.67 -
d77c72ad06           -            442 Glyco_hydro_18.aln   -            428   3.9e-14   46.8   0.1   3   3    0.0057     0.085    6.1   0.0   357   387   390   420   365   427 0.81 -
64eb7a2b19           -            440 Glyco_hydro_18.aln   -            428   4.6e-12   40.0   3.3   1   3   2.1e-09   3.1e-08   27.3   0.1    67   180    38   159     4   171 0.69 -
64eb7a2b19           -            440 Glyco_hydro_18.aln   -            428   4.6e-12   40.0   3.3   2   3   0.00053    0.0079    9.5   0.1   226   304   227   305   212   319 0.77 -
64eb7a2b19           -            440 Glyco_hydro_18.aln   -            428   4.6e-12   40.0   3.3   3   3     0.083       1.2    2.3   0.0   356   397   384   425   357   434 0.82 -
f85305f363           -            444 Glyco_hydro_18.aln   -            428   1.7e-10   34.8   0.1   1   3   1.1e-06   1.6e-05   18.4   0.0    84   182    61   164    45   199 0.81 -
f85305f363           -            444 Glyco_hydro_18.aln   -            428   1.7e-10   34.8   0.1   2   3    0.0067       0.1    5.9   0.0   259   304   265   310   214   324 0.81 -
f85305f363           -            444 Glyco_hydro_18.aln   -            428   1.7e-10   34.8   0.1   3   3    0.0032     0.048    7.0   0.0   355   387   391   423   359   429 0.81 -
c357c6404c           -            440 Glyco_hydro_18.aln   -            428   1.1e-09   32.1   0.0   1   3   6.7e-07     1e-05   19.1   0.0   115   180    86   157    16   167 0.84 -
c357c6404c           -            440 Glyco_hydro_18.aln   -            428   1.1e-09   32.1   0.0   2   3      0.02       0.3    4.3   0.0   272   308   274   310   203   319 0.80 -
c357c6404c           -            440 Glyco_hydro_18.aln   -            428   1.1e-09   32.1   0.0   3   3     0.014      0.21    4.9   0.0   356   387   388   419   374   432 0.85 -
f2ac448666           -            439 Glyco_hydro_18.aln   -            428   5.2e-08   26.6   0.0   1   3   1.4e-05   0.00021   14.7   0.0   114   180    83   155    37   162 0.83 -
f2ac448666           -            439 Glyco_hydro_18.aln   -            428   5.2e-08   26.6   0.0   2   3      0.31       4.6    0.4   0.0   279   309   278   308   268   320 0.83 -
f2ac448666           -            439 Glyco_hydro_18.aln   -            428   5.2e-08   26.6   0.0   3   3    0.0028     0.042    7.1   0.0   356   387   386   417   364   424 0.87 -
60fd82c1bd           -            441 Glyco_hydro_18.aln   -            428   1.4e-07   25.2   0.0   1   3   0.00022    0.0033   10.8   0.0   114   180    88   158    48   163 0.81 -
60fd82c1bd           -            441 Glyco_hydro_18.aln   -            428   1.4e-07   25.2   0.0   2   3    0.0031     0.046    7.0   0.0   280   308   282   310   255   316 0.84 -
60fd82c1bd           -            441 Glyco_hydro_18.aln   -            428   1.4e-07   25.2   0.0   3   3     0.036      0.54    3.5   0.0   355   387   387   419   358   427 0.83 -
7d95f6a24a           -            439 Glyco_hydro_18.aln   -            428   2.6e-07   24.3   0.0   1   3   2.8e-05   0.00041   13.8   0.0   114   180    83   155    48   163 0.82 -
7d95f6a24a           -            439 Glyco_hydro_18.aln   -            428   2.6e-07   24.3   0.0   2   3      0.57       8.4   -0.4   0.0   281   309   280   308   270   321 0.84 -
7d95f6a24a           -            439 Glyco_hydro_18.aln   -            428   2.6e-07   24.3   0.0   3   3    0.0047      0.07    6.4   0.0   355   387   385   417   360   424 0.86 -
16a5214e78           -            439 Glyco_hydro_18.aln   -            428   2.9e-07   24.2   0.0   1   3   2.7e-05   0.00041   13.8   0.0   114   180    83   155    18   160 0.85 -
16a5214e78           -            439 Glyco_hydro_18.aln   -            428   2.9e-07   24.2   0.0   2   3       2.3        35   -2.5   0.0   280   305   279   304   271   313 0.79 -
16a5214e78           -            439 Glyco_hydro_18.aln   -            428   2.9e-07   24.2   0.0   3   3     0.003     0.044    7.1   0.0   356   387   386   417   363   424 0.87 -
545a61cacd           -            441 Glyco_hydro_18.aln   -            428   6.3e-07   23.1   0.0   1   3    0.0002     0.003   10.9   0.0   114   180    88   158    21   163 0.82 -
545a61cacd           -            441 Glyco_hydro_18.aln   -            428   6.3e-07   23.1   0.0   2   3    0.0037     0.055    6.8   0.0   282   308   284   310   259   317 0.87 -
